('Aaron', 'Jimmie', 'Dr.', 'N', 15545871, 15)
('Allen', 'Alan', 'Mr.', 'Y', 4206922, 16)
('Allen', 'Alice', 'Dr.', 'N', 3848313, 15)
('Allen', 'Amanda', 'Miss', 'Y', 19889113, 15)
('Allen', 'Andrew', 'Dr.', 'Y', 8555876, 15)
('Allen', 'Anita', 'Miss', 'N', 21875263, 15)
('Allen', 'Anna', 'Dr.', 'Y', 18320178, 15)
('Allen', 'Anthony', 'Miss', 'Y', 4362261, 16)
('Allen', 'Arline', 'Miss', 'Y', 21453511, 15)
('Allen', 'Austin', 'Sir', 'N', 21577420, 15)
('Allen', 'Benjamin', 'Sir', 'N', 7388165, 16)
('Allen', 'Beth', 'Ms.', 'N', 18069629, 15)
('Allen', 'Brad', 'Dr.', 'Y', 16088026, 16)
('Allen', 'Bradley', 'Dr.', 'Y', 10924224, 15)
('Allen', 'Brian', 'Mr.', 'N', 9621260, 15)
('Allen', 'Carlos', 'Sir', 'Y', 19084105, 15)
('Allen', 'Carlton', 'Mr.', 'Y', 17377295, 16)
('Allen', 'Carolyn', 'Miss', 'Y', 3050449, 16)
('Allen', 'Celia', 'Ms.', 'Y', 3313706, 16)
('Allen', 'Charles', 'Sir', 'N', 2496531, 15)
('Allen', 'Christine', 'Mrs.', 'Y', 19306055, 15)
('Allen', 'Christine', 'Mrs.', 'N', 15614011, 15)
('Allen', 'Cindy', 'Mrs.', 'Y', 8960596, 15)
('Allen', 'Cindy', 'Mrs.', 'N', 10358549, 15)
('Allen', 'Clarence', 'Dr.', 'Y', 5989981, 16)
('Allen', 'Darleen', 'Dr.', 'N', 15089880, 15)
('Allen', 'Darnell', 'Mr.', 'Y', 19533158, 15)
('Allen', 'David', 'Dr.', 'Y', 1038489, 15)
('Allen', 'David', 'Dr.', 'Y', 3892894, 16)
('Allen', 'David', 'Dr.', 'N', 13255589, 16)
('Allen', 'David', 'Dr.', 'N', 17106458, 15)
('Allen', 'David', 'Mr.', 'N', 19526557, 15)
('Allen', 'Deanna', 'Ms.', 'Y', 734833, 15)
('Allen', 'Donald', 'Dr.', 'N', 2514222, 16)
('Allen', 'Edward', 'Sir', 'N', 13069012, 15)
('Allen', 'Elizabeth', 'Dr.', 'Y', 13701043, 15)
('Allen', 'Elizabeth', 'Mrs.', 'N', 6173425, 16)
('Allen', 'Ellamae', 'Mrs.', 'Y', 16972833, 15)
('Allen', 'Ellen', 'Ms.', 'N', 15863136, 16)
('Allen', 'Enrique', 'Sir', 'N', 21282702, 16)
('Allen', 'Evelyn', 'Dr.', 'N', 2101193, 15)
('Allen', 'Everett', 'Mr.', 'N', 17728567, 15)
('Allen', 'Frederick', 'Dr.', 'N', 1522117, 15)
('Allen', 'Gary', 'Mr.', 'N', 3488305, 16)
('Allen', 'Gary', 'Sir', 'Y', 5062104, 15)
('Allen', 'George', 'Mr.', 'Y', 8161191, 16)
('Allen', 'George', 'Mr.', 'Y', 22990506, 15)
('Allen', 'Gregory', 'Sir', 'Y', 19319002, 15)
('Allen', 'Harvey', 'Mr.', 'Y', 15906949, 15)
('Allen', 'Helen', 'Dr.', 'N', 3557090, 16)
('Allen', 'Helen', 'Dr.', 'N', 20609310, 16)
('Allen', 'Helen', 'Ms.', 'N', 22448407, 15)
('Allen', 'Henry', 'Sir', 'N', 15294723, 15)
('Allen', 'Jacqueline', 'Miss', 'N', 2155648, 15)
('Allen', 'James', 'Dr.', 'Y', 20807950, 15)
('Allen', 'James', 'Dr.', 'N', 15156531, 15)
('Allen', 'James', 'Mr.', 'Y', 17927358, 16)
('Allen', 'James', 'Mr.', 'N', 13932255, 15)
('Allen', 'James', 'Mr.', 'N', 23224793, 16)
('Allen', 'James', 'Sir', 'N', 6190852, 15)
('Allen', 'Janet', 'Ms.', 'Y', 8372349, 15)
('Allen', 'Jeannette', 'Dr.', 'Y', 11817995, 16)
('Allen', 'Jeannette', 'Dr.', 'Y', 18158927, 15)
('Allen', 'Jeff', 'Mr.', 'Y', 12121615, 15)
('Allen', 'Jefferson', 'Sir', 'N', 18842945, 15)
('Allen', 'Jerry', 'Sir', 'N', 3292560, 15)
('Allen', 'Jesse', 'Dr.', 'N', 18135935, 15)
('Allen', 'Jesus', 'Mr.', 'Y', 16430562, 16)
('Allen', 'Joanna', 'Ms.', 'N', 54384, 16)
('Allen', 'John', 'Mr.', 'Y', 22479483, 15)
('Allen', 'John', 'Sir', 'N', 23185664, 16)
('Allen', 'Jonathan', 'Sir', 'N', 16413032, 15)
('Allen', 'Jose', 'Sir', 'Y', 4642024, 15)
('Allen', 'Joseph', 'Sir', 'Y', 17084553, 15)
('Allen', 'Josephine', 'Dr.', 'Y', 12328899, 15)
('Allen', 'Judy', 'Mrs.', 'Y', 6455443, 15)
('Allen', 'Karen', 'Mrs.', 'Y', 8610871, 15)
('Allen', 'Linda', 'Miss', 'Y', 7886131, 16)
('Allen', 'Lois', 'Dr.', 'Y', 253137, 15)
('Allen', 'Marian', 'Ms.', 'N', 17737419, 15)
('Allen', 'Martha', 'Dr.', 'N', 22677462, 15)
('Allen', 'Martin', 'Mr.', 'N', 4001543, 15)
('Allen', 'Marylou', 'Miss', 'Y', 9708368, 15)
('Allen', 'Melvin', 'Sir', 'Y', 12192095, 15)
('Allen', 'Michael', 'Dr.', 'Y', 5062155, 15)
('Allen', 'Michael', 'Dr.', 'Y', 19734813, 16)
('Allen', 'Michael', 'Mr.', 'N', 9389959, 16)
('Allen', 'Michael', 'Sir', 'N', 11754092, 15)
('Allen', 'Michelle', 'Dr.', 'Y', 5077147, 15)
('Allen', 'Nancy', 'Dr.', 'N', 6013559, 15)
('Allen', 'Nancy', 'Mrs.', 'N', 17458634, 15)
('Allen', 'Nancy', 'Ms.', 'Y', 13274070, 15)
('Allen', 'Paul', 'Sir', 'Y', 12969635, 15)
('Allen', 'Paula', 'Dr.', 'N', 23975948, 15)
('Allen', 'Reba', 'Dr.', 'Y', 13085545, 15)
('Allen', 'Richard', 'Mr.', 'N', 5626279, 16)
('Allen', 'Richard', 'Sir', 'Y', 7736510, 15)
('Allen', 'Robert', 'Dr.', 'N', 18711047, 15)
('Allen', 'Robert', 'Sir', 'N', 8475086, 16)
('Allen', 'Robert', 'Sir', 'N', 22398161, 15)
('Allen', 'Ronald', 'Dr.', 'N', 9983083, 16)
('Allen', 'Ronald', 'Sir', 'Y', 2221994, 15)
('Allen', 'Roy', 'Sir', 'N', 719868, 15)
('Allen', 'Russell', 'Sir', 'Y', 13625736, 16)
('Allen', 'Shari', 'Dr.', 'N', 11634691, 15)
('Allen', 'Shemeka', 'Mrs.', 'Y', 812477, 15)
('Allen', 'Shemeka', 'Mrs.', 'Y', 18382985, 15)
('Allen', 'Sherry', 'Dr.', 'N', 1540327, 15)
('Allen', 'Sofia', 'Dr.', 'Y', 11537533, 15)
('Allen', 'Sue', 'Miss', 'N', 6672650, 15)
('Allen', 'Toni', 'Miss', 'Y', 4085839, 15)
('Allen', 'Virginia', 'Mrs.', 'Y', 1140364, 15)
('Allen', 'William', 'Mr.', 'N', 9727775, 15)
('Allen', 'Yukiko', 'Dr.', 'N', 20431176, 15)
('Allen', 'Zella', 'Dr.', 'Y', 1828018, 15)
('Allen', None, 'Sir', None, 15803492, 15)
('Allen', None, None, 'Y', 21733510, 16)
('Allen', None, None, None, 9544788, 16)
('Allen', None, None, None, 22007314, 15)
('Alley', 'Linda', 'Miss', 'N', 4595467, 15)
('Alley', 'Melanie', 'Mrs.', 'N', 13701120, 16)
('Alley', 'Phyllis', 'Dr.', 'Y', 22683125, 15)
('Allison', 'Alfonso', 'Sir', 'N', 22138008, 16)
('Allison', 'David', 'Mr.', 'N', 10208785, 16)
('Allison', 'Duane', 'Dr.', 'N', 17387503, 15)
('Allison', 'George', 'Sir', 'Y', 15013784, 16)
('Allison', 'Israel', 'Sir', 'N', 9404114, 16)
('Allison', 'James', 'Mr.', 'N', 21576002, 16)
('Allison', 'John', 'Sir', 'N', 21336425, 15)
('Allison', 'Jose', 'Dr.', 'Y', 22908239, 15)
('Allison', 'Keith', 'Dr.', 'Y', 13360869, 15)
('Allison', 'Linda', 'Ms.', 'Y', 10941993, 16)
('Allison', 'Matthew', 'Sir', 'Y', 1549728, 16)
('Allison', 'Matthew', 'Sir', 'N', 18906091, 16)
('Allison', 'Pamela', 'Mrs.', 'N', 18036621, 15)
('Allison', 'Richard', 'Sir', 'Y', 23326876, 15)
('Allison', 'Roberta', 'Dr.', 'N', 11925890, 15)
('Allison', 'Roy', 'Dr.', 'Y', 4309514, 16)
('Allison', 'William', 'Dr.', 'Y', 9450306, 16)
('Allman', 'Chester', 'Dr.', 'N', 11953425, 16)
('Allman', 'Donna', 'Ms.', 'N', 10763637, 16)
('Allman', 'Estella', 'Miss', 'N', 23451683, 16)
('Allred', 'Janice', 'Dr.', 'Y', 7769984, 15)
('Allred', 'Willie', 'Dr.', 'N', 7128113, 15)
('Almanza', 'Jose', 'Mr.', 'Y', 12092234, 16)
('Almanza', 'Joseph', 'Dr.', 'N', 1530624, 15)
('Almanza', 'Joshua', 'Mr.', 'Y', 937204, 15)
('Almanza', 'Marjorie', 'Ms.', 'N', 12421542, 15)
('Almanza', 'Robert', 'Dr.', 'Y', 3389791, 15)
('Almanza', 'Timothy', 'Sir', 'Y', 17229163, 15)
('Almanza', 'William', 'Mr.', 'N', 11148751, 15)
('Almanza', 'William', 'Sir', 'Y', 4153441, 15)
('Almeida', 'Nancy', 'Miss', 'N', 13901469, 15)
('Almeida', None, 'Sir', None, 9069189, 15)
('Almond', 'Gloria', 'Miss', 'Y', 20037936, 15)
('Almond', 'Jesse', 'Mr.', 'N', 15522048, 15)
('Almond', 'Rodney', 'Dr.', 'Y', 22824537, 16)
('Almond', 'Willard', 'Mr.', 'Y', 21854665, 15)
('Alonso', 'Angie', 'Mrs.', 'N', 7578193, 15)
('Alonso', 'Charles', 'Sir', 'N', 11133194, 15)
('Alonso', 'David', 'Mr.', 'Y', 11868382, 15)
('Alonso', 'Robert', 'Mr.', 'N', 23503799, 16)
('Alonso', 'Sherry', 'Dr.', 'Y', 20705744, 16)
('Alonso', 'Steve', 'Dr.', 'N', 16659514, 16)
('Alonzo', 'Dale', 'Mr.', 'Y', 2912126, 15)
('Alonzo', 'Edward', 'Sir', 'Y', 21847009, 15)
('Alonzo', 'Steven', 'Dr.', 'Y', 21695069, 16)
('Alston', 'Alexandra', 'Miss', 'N', 11401086, 16)
('Alston', 'Caroline', 'Dr.', 'Y', 6217260, 15)
('Alston', 'Marcia', 'Miss', 'N', 11814085, 15)
('Altman', 'Cheryl', 'Dr.', 'N', 19938655, 15)
('Altman', 'Elena', 'Dr.', 'Y', 9717259, 16)
('Altman', 'Myron', 'Sir', 'Y', 14324924, 15)
('Alvarado', 'Becky', 'Dr.', 'N', 6112217, 15)
('Alvarado', 'Dan', 'Dr.', 'N', 307784, 15)
('Alvarado', 'Edward', 'Mr.', 'Y', 17889242, 16)
('Alvarado', 'Elton', 'Dr.', 'Y', 23227066, 15)
('Alvarado', 'James', 'Mr.', 'Y', 16105065, 16)
('Alvarado', 'Mark', 'Dr.', 'N', 10709052, 15)
('Alvarado', 'Matthew', 'Sir', 'N', 8530371, 15)
('Alvarado', 'Naomi', 'Mrs.', 'Y', 16693364, 15)
('Alvarado', 'Phyllis', 'Miss', 'Y', 1650320, 15)
('Alvarado', 'Ruth', 'Mrs.', 'Y', 11707274, 16)
('Alvarado', 'Scott', 'Sir', 'Y', 7584849, 16)
('Alvarado', 'Timothy', 'Dr.', 'N', 7244906, 15)
('Alvarado', 'Vernon', 'Mr.', 'Y', 7837533, 15)
('Alvarez', 'Agnes', 'Dr.', 'Y', 18490314, 15)
('Alvarez', 'Albert', 'Miss', 'Y', 21103961, 15)
('Alvarez', 'Catherine', 'Mrs.', 'N', 21631106, 15)
('Alvarez', 'Cleveland', 'Mr.', 'Y', 14463043, 15)
('Alvarez', 'Constance', 'Dr.', 'N', 21317779, 16)
('Alvarez', 'David', 'Mr.', 'Y', 15199053, 15)
('Alvarez', 'Donnell', 'Sir', 'N', 22260992, 15)
('Alvarez', 'Emma', 'Dr.', 'N', 18482810, 15)
('Alvarez', 'Eric', 'Dr.', 'N', 8746310, 15)
('Alvarez', 'Greg', 'Dr.', 'Y', 6536827, 16)
('Alvarez', 'Jennifer', 'Miss', 'N', 2221802, 15)
('Alvarez', 'Jerry', 'Mr.', 'N', 20879171, 15)
('Alvarez', 'John', 'Mr.', 'Y', 1945261, 16)
('Alvarez', 'John', 'Mr.', 'Y', 10854228, 15)
('Alvarez', 'Joseph', 'Sir', 'N', 19275025, 15)
('Alvarez', 'Laura', 'Ms.', 'Y', 3318640, 15)
('Alvarez', 'Marion', 'Mr.', 'N', 14515211, 16)
('Alvarez', 'Michael', 'Mr.', 'N', 4513572, 15)
('Alvarez', 'Miguel', 'Dr.', 'Y', 53537, 15)
('Alvarez', 'Omar', 'Dr.', 'Y', 4861443, 15)
('Alvarez', 'Patrick', 'Mr.', 'Y', 22482848, 15)
('Alvarez', 'Remedios', 'Mrs.', 'Y', 21539355, 15)
('Alvarez', 'Scott', 'Sir', 'Y', 20748430, 15)
('Alvarez', 'Stanley', 'Sir', 'Y', 16609632, 15)
('Alvarez', 'Walter', 'Dr.', 'Y', 4862290, 16)
('Alvarez', 'Wilbur', 'Sir', 'N', 12682646, 16)
('Alvarez', None, None, None, 5226590, 15)
('Alves', 'Barbara', 'Dr.', 'N', 18171570, 16)
('Alves', 'Ben', 'Mr.', 'N', 18011523, 16)
('Alves', 'Michael', 'Sir', 'Y', 11637909, 15)
('Amador', 'Emma', 'Ms.', 'N', 23534733, 16)
('Amador', 'Janie', 'Dr.', 'N', 16051526, 15)
('Amador', 'Juan', 'Sir', 'N', 8093271, 16)
('Amaral', 'Megan', 'Ms.', 'Y', 13022243, 15)
('Amaral', 'Pam', 'Dr.', 'Y', 19391296, 16)
('Amaya', 'Alexander', 'Dr.', 'Y', 17970174, 16)
('Amaya', 'Bradley', 'Mr.', 'N', 496413, 15)
('Amaya', 'Bradley', 'Mr.', 'N', 6452920, 15)
('Amaya', 'Steven', 'Mr.', 'N', 18051948, 16)
('Ambrose', 'David', 'Dr.', 'N', 856380, 15)
('Ambrose', 'Edward', 'Dr.', 'N', 19046564, 15)
('Ambrose', 'Hugh', 'Dr.', 'Y', 22836367, 15)
('Ambrose', 'Kevin', 'Dr.', 'Y', 22452068, 15)
('Ambrose', 'Michael', 'Mr.', 'Y', 14957166, 15)
('Ambrose', 'Willie', 'Dr.', 'N', 22670946, 15)
('Ames', 'George', 'Mr.', 'N', 16289522, 16)
('Ames', 'Gina', 'Dr.', 'Y', 16087511, 15)
('Ames', 'Lynda', 'Ms.', 'N', 14127285, 15)
('Ames', 'Maudie', 'Miss', 'N', 16617873, 15)
('Ammons', 'Brian', 'Dr.', 'N', 4280594, 16)
('Ammons', 'Lolita', 'Dr.', 'N', 701819, 16)
('Ammons', 'Paul', 'Dr.', 'N', 18985624, 15)
('Amos', 'Ann', 'Miss', 'N', 16416931, 15)
('Amos', 'Arnold', 'Sir', 'Y', 1078568, 15)
('Amos', 'Joseph', 'Dr.', 'N', 10124830, 16)
('Amos', 'Joseph', 'Sir', 'N', 7504636, 15)
('Amos', 'Marie', 'Ms.', 'N', 2024682, 15)
('Amos', 'Matthew', 'Mr.', 'N', 10868333, 15)
('Amos', 'Rosalie', 'Miss', 'N', 20828628, 15)
('Anaya', 'Juanita', 'Ms.', 'Y', 9722833, 15)
('Anaya', 'Kyle', 'Dr.', 'Y', 19834107, 15)
('Anaya', 'Robert', 'Mr.', 'Y', 5356479, 15)
('Anaya', 'William', 'Sir', 'N', 18093146, 15)
('Anders', 'Heather', 'Ms.', 'N', 18965410, 15)
('Andersen', 'Amy', 'Miss', 'N', 1892942, 15)
('Andersen', 'Azucena', 'Dr.', 'Y', 1455833, 15)
('Andersen', 'Christopher', 'Sir', 'N', 23743920, 16)
('Andersen', 'Gloria', 'Miss', 'N', 3491045, 16)
('Andersen', 'Gloria', 'Mrs.', 'Y', 13742844, 16)
('Andersen', 'Joseph', 'Mr.', 'Y', 1907448, 15)
('Anderson', 'Adolfo', 'Mr.', 'Y', 8671938, 16)
('Anderson', 'Alan', 'Dr.', 'Y', 14933963, 16)
('Anderson', 'Alberto', 'Mr.', 'N', 18536004, 16)
('Anderson', 'Alfredo', 'Sir', 'Y', 19931493, 15)
('Anderson', 'Allen', 'Dr.', 'N', 15938576, 16)
('Anderson', 'Allison', 'Mrs.', 'Y', 13133878, 15)
('Anderson', 'Amanda', 'Dr.', 'N', 4176266, 15)
('Anderson', 'Amanda', 'Ms.', 'Y', 6780614, 15)
('Anderson', 'Angela', 'Dr.', 'N', 19056424, 15)
('Anderson', 'Angela', 'Mrs.', 'N', 5471835, 15)
('Anderson', 'Angela', 'Ms.', 'Y', 17326758, 15)
('Anderson', 'Annette', 'Ms.', 'N', 4547567, 15)
('Anderson', 'Annie', 'Dr.', 'N', 19833747, 15)
('Anderson', 'Anthony', 'Miss', 'Y', 8162054, 15)
('Anderson', 'Barb', 'Ms.', 'Y', 6513277, 15)
('Anderson', 'Benjamin', 'Dr.', 'Y', 13663026, 15)
('Anderson', 'Bethany', 'Mrs.', 'N', 23347278, 15)
('Anderson', 'Betty', 'Mrs.', 'N', 11490248, 15)
('Anderson', 'Billy', 'Mr.', 'Y', 21268791, 15)
('Anderson', 'Bob', 'Dr.', 'Y', 5910314, 16)
('Anderson', 'Brandon', 'Mr.', 'N', 3158389, 15)
('Anderson', 'Brian', 'Mr.', 'N', 20520067, 15)
('Anderson', 'Bruce', 'Mr.', 'N', 20732569, 15)
('Anderson', 'Bryan', 'Mr.', 'N', 7873617, 15)
('Anderson', 'Bryan', 'Mr.', 'N', 23881336, 15)
('Anderson', 'Candace', 'Dr.', None, 1968042, 15)
('Anderson', 'Carlos', 'Mr.', 'N', 9686306, 15)
('Anderson', 'Carole', 'Mrs.', 'Y', 210329, 15)
('Anderson', 'Carolyn', 'Dr.', 'Y', 20893657, 15)
('Anderson', 'Charles', 'Dr.', 'Y', 4123897, 16)
('Anderson', 'Charles', 'Dr.', 'Y', 20290962, 16)
('Anderson', 'Chris', 'Dr.', 'N', 7785182, 15)
('Anderson', 'Christina', 'Ms.', 'Y', 8601733, 15)
('Anderson', 'Christine', 'Ms.', 'Y', 3442074, 15)
('Anderson', 'Christy', 'Ms.', 'N', 1211438, 16)
('Anderson', 'Clarissa', 'Dr.', 'Y', 7525536, 15)
('Anderson', 'Dana', 'Mr.', 'N', 16864110, 16)
('Anderson', 'Daniel', 'Dr.', 'Y', 17365749, 15)
('Anderson', 'Daniel', 'Sir', 'Y', 21102145, 15)
('Anderson', 'Danny', 'Dr.', 'N', 9362867, 15)
('Anderson', 'Daphne', 'Mrs.', 'N', 11031488, 15)
('Anderson', 'Darlene', 'Ms.', 'Y', 6019423, 15)
('Anderson', 'Dawn', 'Mrs.', 'N', 937417, 15)
('Anderson', 'Dennis', 'Mr.', 'Y', 8473223, 15)
('Anderson', 'Denny', 'Mr.', 'Y', 7606945, 15)
('Anderson', 'Derrick', 'Mr.', 'N', 7626422, 15)
('Anderson', 'Diana', 'Dr.', 'Y', 3258130, 15)
('Anderson', 'Diego', 'Dr.', 'N', 12142591, 15)
('Anderson', 'Donald', 'Mr.', 'Y', 14106693, 16)
('Anderson', 'Donald', 'Sir', 'Y', 1317916, 16)
('Anderson', 'Donn', 'Dr.', 'N', 13318283, 15)
('Anderson', 'Doreen', 'Miss', 'Y', 17115131, 15)
('Anderson', 'Earl', 'Mr.', 'N', 5615407, 15)
('Anderson', 'Edward', 'Dr.', 'Y', 9190291, 15)
('Anderson', 'Edward', 'Dr.', 'N', 17999669, 15)
('Anderson', 'Edward', 'Mr.', 'N', 4064741, 15)
('Anderson', 'Edward', 'Sir', 'Y', 295733, 15)
('Anderson', 'Edwin', 'Mr.', 'N', 4185923, 15)
('Anderson', 'Edwin', 'Sir', 'N', 22424117, 15)
('Anderson', 'Ella', 'Miss', 'N', 3123352, 16)
('Anderson', 'Eric', 'Mr.', 'N', 7326489, 15)
('Anderson', 'Eric', 'Sir', 'N', 4288156, 16)
('Anderson', 'Eve', 'Dr.', 'Y', 12936658, 15)
('Anderson', 'Fern', 'Dr.', 'N', 10951065, 15)
('Anderson', 'Francis', 'Dr.', 'Y', 18369821, 15)
('Anderson', 'Francis', 'Dr.', 'Y', 18681265, 15)
('Anderson', 'Fred', 'Dr.', 'N', 10034859, 15)
('Anderson', 'Gary', 'Sir', 'N', 5274164, 15)
('Anderson', 'George', 'Mr.', 'N', 1072393, 16)
('Anderson', 'Gertrude', 'Miss', 'N', 16342903, 15)
('Anderson', 'Greg', 'Dr.', 'N', 22221091, 15)
('Anderson', 'Greg', 'Sir', 'N', 20763805, 15)
('Anderson', 'Gregory', 'Dr.', 'Y', 23389466, 15)
('Anderson', 'Guy', 'Mr.', 'N', 460837, 15)
('Anderson', 'Harry', 'Sir', 'N', 1574764, 16)
('Anderson', 'Hattie', 'Mrs.', 'N', 10024112, 15)
('Anderson', 'Helen', 'Miss', 'Y', 16297773, 16)
('Anderson', 'Henry', 'Dr.', 'Y', 6499069, 16)
('Anderson', 'Howard', 'Sir', 'Y', 9847222, 15)
('Anderson', 'Jack', 'Mr.', 'Y', 14178706, 16)
('Anderson', 'James', 'Mr.', 'Y', 2887191, 15)
('Anderson', 'Janean', 'Miss', 'Y', 21694600, 16)
('Anderson', 'Jeffrey', 'Sir', 'N', 13932623, 15)
('Anderson', 'Jennifer', None, 'Y', 5480703, 15)
('Anderson', 'Jessica', 'Miss', 'N', 11065707, 16)
('Anderson', 'Jesus', 'Sir', 'Y', 15230431, 15)
('Anderson', 'Jim', 'Mr.', 'Y', 6675242, 16)
('Anderson', 'Joanne', 'Dr.', 'N', 2071188, 15)
('Anderson', 'John', 'Dr.', 'Y', 22038812, 16)
('Anderson', 'John', 'Dr.', 'N', 14502632, 15)
('Anderson', 'John', 'Mr.', 'N', 12552862, 15)
('Anderson', 'John', 'Sir', 'N', 900353, 15)
('Anderson', 'John', 'Sir', 'N', 20629811, 16)
('Anderson', 'Johnny', 'Sir', 'Y', 13698428, 15)
('Anderson', 'Jon', 'Mr.', 'N', 20824785, 15)
('Anderson', 'Jose', 'Dr.', 'Y', 10460799, 16)
('Anderson', 'Jose', 'Dr.', 'N', 239878, 16)
('Anderson', 'Joseph', 'Dr.', 'N', 9048644, 15)
('Anderson', 'Joy', 'Miss', 'Y', 23514346, 15)
('Anderson', 'Judy', 'Dr.', 'N', 5769084, 15)
('Anderson', 'Juliette', 'Miss', 'N', 19817712, 15)
('Anderson', 'Justin', 'Sir', 'Y', 7858593, 15)
('Anderson', 'Justin', 'Sir', 'Y', 21868534, 15)
('Anderson', 'Katherine', 'Ms.', 'N', 6654957, 15)
('Anderson', 'Ken', 'Mr.', 'N', 18222203, 15)
('Anderson', 'Kevin', 'Dr.', 'N', 1727018, 16)
('Anderson', 'Kyle', 'Sir', 'N', 3052004, 15)
('Anderson', 'Kyle', 'Sir', 'N', 14950892, 16)
('Anderson', 'Larry', 'Mr.', 'Y', 20207060, 16)
('Anderson', 'Laura', 'Dr.', 'Y', 20883369, 15)
('Anderson', 'Leon', 'Dr.', 'Y', 2389933, 15)
('Anderson', 'Lester', 'Sir', 'Y', 12137123, 15)
('Anderson', 'Libby', 'Miss', 'N', 12810741, 15)
('Anderson', 'Linda', 'Miss', 'Y', 16786589, 15)
('Anderson', 'Lionel', 'Dr.', 'Y', 2605548, 16)
('Anderson', 'Lori', 'Ms.', 'N', 4679614, 16)
('Anderson', 'Lori', 'Ms.', 'N', 5469662, 15)
('Anderson', 'Louis', 'Mr.', 'N', 2629079, 16)
('Anderson', 'Mabel', 'Ms.', 'N', 4818611, 16)
('Anderson', 'Margie', 'Mrs.', 'N', 23503932, 16)
('Anderson', 'Marguerita', 'Dr.', 'Y', 2291060, 15)
('Anderson', 'Mariela', 'Miss', 'N', 23019179, 15)
('Anderson', 'Marta', 'Dr.', 'Y', 7062135, 15)
('Anderson', 'Martha', 'Miss', 'Y', 12469906, 15)
('Anderson', 'Martha', 'Miss', 'N', 21551004, 15)
('Anderson', 'Maude', 'Miss', 'N', 7594597, 15)
('Anderson', 'Mavis', 'Ms.', 'Y', 4716680, 15)
('Anderson', 'Michael', 'Mr.', 'Y', 11721235, 15)
('Anderson', 'Michele', 'Miss', 'N', 2224037, 15)
('Anderson', 'Mike', 'Sir', 'Y', 10761361, 15)
('Anderson', 'Nancy', 'Miss', 'N', 9502736, 15)
('Anderson', 'Nancy', 'Mrs.', 'Y', 10864859, 15)
('Anderson', 'Nikki', 'Ms.', 'Y', 7558197, 15)
('Anderson', 'Orville', 'Mr.', 'N', 8615320, 15)
('Anderson', 'Oscar', 'Sir', 'N', 14520245, 16)
('Anderson', 'Pamela', 'Ms.', 'Y', 22221729, 15)
('Anderson', 'Pamela', 'Ms.', 'N', 3406551, 15)
('Anderson', 'Paul', 'Dr.', 'Y', 7604183, 15)
('Anderson', 'Paul', 'Sir', 'N', 5173140, 16)
('Anderson', 'Paul', 'Sir', 'N', 7922324, 15)
('Anderson', 'Peter', 'Dr.', 'Y', 11419805, 15)
('Anderson', 'Rachel', 'Mrs.', 'Y', 10941581, 15)
('Anderson', 'Rebecca', 'Mrs.', 'N', 10864329, 15)
('Anderson', 'Regina', 'Miss', 'N', 10440816, 15)
('Anderson', 'Richard', 'Dr.', 'Y', 8415930, 15)
('Anderson', 'Richard', 'Mr.', 'Y', 14021412, 16)
('Anderson', 'Robert', 'Mr.', 'N', 5638834, 16)
('Anderson', 'Robert', 'Sir', 'Y', 15995995, 15)
('Anderson', 'Robert', 'Sir', 'N', 3779452, 15)
('Anderson', 'Roberta', 'Dr.', 'Y', 250898, 15)
('Anderson', 'Ron', 'Dr.', 'N', 12501318, 15)
('Anderson', 'Rosie', 'Mrs.', 'Y', 3414310, 15)
('Anderson', 'Russell', 'Dr.', 'N', 3578203, 15)
('Anderson', 'Russell', 'Sir', 'Y', 3625929, 16)
('Anderson', 'Ruth', 'Dr.', 'N', 17694037, 16)
('Anderson', 'Ruth', 'Miss', 'Y', 11570907, 15)
('Anderson', 'Ruth', 'Mrs.', 'N', 17839004, 16)
('Anderson', 'Stephanie', 'Dr.', 'Y', 18023620, 15)
('Anderson', 'Steve', 'Sir', 'Y', 865911, 15)
('Anderson', 'Steven', 'Dr.', 'Y', 14708418, 15)
('Anderson', 'Sue', 'Mrs.', 'Y', 17891740, 16)
('Anderson', 'Susan', 'Dr.', 'N', 4121862, 15)
('Anderson', 'Tara', 'Ms.', 'N', 20404092, 15)
('Anderson', 'Terry', 'Sir', 'Y', 21617136, 15)
('Anderson', 'Tia', 'Ms.', 'N', 3395076, 15)
('Anderson', 'Timothy', 'Dr.', 'Y', 13716696, 15)
('Anderson', 'Timothy', 'Dr.', 'N', 10205641, 15)
('Anderson', 'Timothy', 'Mr.', 'Y', 2634445, 15)
('Anderson', 'Todd', 'Sir', 'N', 16128864, 15)
('Anderson', 'Tony', 'Sir', 'N', 14002616, 15)
('Anderson', 'Tyrone', 'Dr.', 'N', 18550896, 15)
('Anderson', 'William', 'Dr.', 'Y', 3587576, 16)
('Anderson', 'William', 'Dr.', 'Y', 19458134, 15)
('Anderson', 'William', 'Dr.', 'Y', 23705249, 15)
('Anderson', 'William', 'Dr.', 'N', 5654195, 15)
('Anderson', 'William', 'Mr.', 'Y', 16534653, 16)
('Anderson', 'William', 'Mr.', 'N', 3360691, 15)
('Anderson', 'William', 'Mr.', 'N', 8986511, 15)
('Anderson', 'Zachary', 'Mr.', 'N', 13055238, 15)
('Anderson', None, 'Mr.', None, 10530405, 16)
